weight,feature
0.1215546515733119,price_open_ZEN
-0.1183184004434495,price_open_XRP
0.1178192672485015,price_close_DOGE
0.1178192672485015,price_high_DOGE
0.1178192672485015,price_low_DOGE
-0.11355129516313296,price_close_TRIG
-0.11355129516313296,price_high_TRIG
-0.11355129516313296,price_low_TRIG
-0.11187200733565085,price_open_BAY
0.10819727541122155,price_open_RDD
-0.10578768601545031,price_open_PIVX
0.10564386944268335,price_close_BCC
0.10564386944268335,price_high_BCC
0.10564386944268335,price_low_BCC
0.10489977928973983,price_close_CANN
0.10489977928973983,price_high_CANN
0.10489977928973983,price_low_CANN
0.10289634340306145,price_close_ETC
0.10289634340306145,price_high_ETC
0.10289634340306145,price_low_ETC
0.10015854682675239,price_close_XVG
0.10015854682675239,price_high_XVG
0.10015854682675239,price_low_XVG
-0.09872355831897825,price_open_BCC
0.09842703485062836,price_close_ZCL
0.09842703485062836,price_high_ZCL
0.09842703485062836,price_low_ZCL
0.09743510576253857,price_close_1ST
0.09743510576253857,price_high_1ST
0.09743510576253857,price_low_1ST
0.09734000422581195,price_close_EDG
0.09734000422581195,price_high_EDG
0.09734000422581195,price_low_EDG
-0.09506672521691195,price_open_XZC
-0.09449290477657188,price_close_SC
-0.09449290477657188,price_high_SC
-0.09449290477657188,price_low_SC
0.09308784039335236,price_close_GAME
0.09308784039335236,price_high_GAME
0.09308784039335236,price_low_GAME
-0.09055218364510627,price_close_FUN
-0.09055218364510627,price_high_FUN
-0.09055218364510627,price_low_FUN
0.08974452848793868,price_close_NXS
0.08974452848793868,price_high_NXS
0.08974452848793868,price_low_NXS
-0.08894728247098563,price_close_MAID
-0.08894728247098563,price_high_MAID
-0.08894728247098563,price_low_MAID
0.08839372399973462,price_close_ADA
0.08839372399973462,price_high_ADA
0.08839372399973462,price_low_ADA
0.08688290082653916,price_close_DASH
0.08688290082653916,price_high_DASH
0.08688290082653916,price_low_DASH
0.08243839231113236,price_close_ARK
0.08243839231113236,price_high_ARK
0.08243839231113236,price_low_ARK
-0.08228211432004283,price_open_NEO
0.08196901174999041,price_close_BLK
0.08196901174999041,price_high_BLK
0.08196901174999041,price_low_BLK
-0.0815533524237849,price_close_ENG
-0.0815533524237849,price_high_ENG
-0.0815533524237849,price_low_ENG
-0.07979779188385702,price_close_FCT
-0.07979779188385702,price_high_FCT
-0.07979779188385702,price_low_FCT
0.07541101691299203,price_close_WAVES
0.07541101691299203,price_high_WAVES
0.07541101691299203,price_low_WAVES
-0.07527965031974948,price_close_XMY
-0.07527965031974948,price_high_XMY
-0.07527965031974948,price_low_XMY
-0.07445200087671465,price_open_NAV
-0.07331318207469482,price_close_ZEC
-0.07331318207469482,price_high_ZEC
-0.07331318207469482,price_low_ZEC
0.07079525827992617,price_close_VTC
0.07079525827992617,price_high_VTC
0.07079525827992617,price_low_VTC
0.07027315529821912,price_close_RCN
0.07027315529821912,price_high_RCN
0.07027315529821912,price_low_RCN
0.06608667647612884,price_close_XZC
0.06608667647612884,price_high_XZC
0.06608667647612884,price_low_XZC
-0.06593821280138717,price_close_BTG
-0.06593821280138717,price_high_BTG
-0.06593821280138717,price_low_BTG
0.06542255439644276,volume_BITB
0.06521409279856748,volume_LTC
0.0649511723300071,price_open_XDN
0.0644292659323645,price_close_GNT
0.0644292659323645,price_high_GNT
0.0644292659323645,price_low_GNT
0.06296790625360581,price_open_MUE
0.062359904552081305,price_close_SBD
0.062359904552081305,price_high_SBD
0.062359904552081305,price_low_SBD
-0.05964948993741205,price_open_LBC
0.05959454006408285,price_close_PTOY
0.05959454006408285,price_high_PTOY
0.05959454006408285,price_low_PTOY
0.05884323193741774,price_close_SYS
0.05884323193741774,price_high_SYS
0.05884323193741774,price_low_SYS
-0.05806493976127849,price_close_MEME
-0.05806493976127849,price_high_MEME
-0.05806493976127849,price_low_MEME
-0.05799280381905545,price_close_STEEM
-0.05799280381905545,price_high_STEEM
-0.05799280381905545,price_low_STEEM
0.05604655345558413,volume_IOP
0.0554531411939958,price_close_GUP
0.0554531411939958,price_high_GUP
0.0554531411939958,price_low_GUP
-0.05536403289711978,price_close_UNB
-0.05536403289711978,price_high_UNB
-0.05536403289711978,price_low_UNB
-0.05417378570727658,price_open_STORJ
-0.05154232644679666,volume_PTOY
0.051172997158580286,price_open_DNT
0.05088669416977057,price_close_XRP
0.05088669416977057,price_high_XRP
0.05088669416977057,price_low_XRP
0.04923040159518613,price_close_CFI
0.04923040159518613,price_high_CFI
0.04923040159518613,price_low_CFI
-0.04648724996236751,volume_FTC
0.045867499622794954,volume_RCN
0.04577601689741609,price_close_POT
0.04577601689741609,price_high_POT
0.04577601689741609,price_low_POT
-0.045612658317766515,price_close_ZEN
-0.045612658317766515,price_high_ZEN
-0.045612658317766515,price_low_ZEN
0.043876472830720416,price_close_VOX
0.043876472830720416,price_high_VOX
0.043876472830720416,price_low_VOX
0.0432513911883989,price_close_OK
0.0432513911883989,price_high_OK
0.0432513911883989,price_low_OK
0.041247802927377286,volume_ZEC
-0.041145490932133384,volume_SYS
0.03973027672841556,volume_DASH
-0.038915721055103915,volume_STEEM
0.03749962995649493,price_close_SNT
0.03749962995649493,price_high_SNT
0.03749962995649493,price_low_SNT
-0.0357547984213888,volume_BNT
-0.035401247221974935,volume_DNT
-0.035230658667295016,volume_VTC
-0.03506619695387405,volume_XLM
-0.034451655092470654,volume_MYST
-0.03272313615596691,volume_BURST
0.03188465528453247,price_close_UBQ
0.03188465528453247,price_high_UBQ
0.03188465528453247,price_low_UBQ
-0.03098654711760579,volume_MEME
-0.03090901677705905,volume_BTG
-0.03064330998160314,volume_ADX
-0.03044613000047369,volume_MCO
0.03014049716471278,price_close_NAV
0.03014049716471278,price_high_NAV
0.03014049716471278,price_low_NAV
-0.029971973376118725,volume_PAY
-0.027288878804397648,volume_DOGE
0.026761159675559285,volume_MAID
-0.025692444577121696,price_close_MUE
-0.025692444577121696,price_high_MUE
-0.025692444577121696,price_low_MUE
0.025354886009645593,volume_EMC2
-0.024433712691194737,volume_LBC
-0.024395484738459688,volume_DGB
-0.024038936134524694,price_close_NEO
-0.024038936134524694,price_high_NEO
-0.024038936134524694,price_low_NEO
-0.02329767206072365,volume_XDN
0.02297121278469243,price_open_AMP
-0.022951037433921965,volume_CFI
0.022623752467649447,volume_OK
-0.022033011125890824,volume_QTUM
-0.021747255948711193,volume_GRS
0.021591346798897224,volume_MTL
0.0191612241970736,volume_HMQ
-0.01901502055577682,price_close_CVC
-0.01901502055577682,price_high_CVC
-0.01901502055577682,price_low_CVC
0.019008696365591885,volume_MUSIC
0.018831726698443706,price_close_STORJ
0.018831726698443706,price_high_STORJ
0.018831726698443706,price_low_STORJ
-0.018604910097394168,price_open_MANA
-0.018585416803076182,volume_RISE
0.01845348830028582,price_close_PIVX
0.01845348830028582,price_high_PIVX
0.01845348830028582,price_low_PIVX
-0.018249430503009336,price_close_DCT
-0.018249430503009336,price_high_DCT
-0.018249430503009336,price_low_DCT
-0.018223609192938073,volume_PIVX
0.017535394331749905,volume_EXP
0.017461278488460383,price_open_SC
0.017453233628881085,volume_NAV
0.017027194421670507,volume_NXS
-0.01662230006116261,volume_XVG
0.01654998593289309,volume_XRP
-0.01627525811525955,price_open_HMQ
-0.01623054541328164,volume_MUE
0.01597677338460328,volume_XZC
-0.015882100039157326,volume_EDG
0.015851142318071724,volume_BCC
0.01524967758061901,volume_VOX
0.015246448831796886,volume_SC
-0.014915042033723198,volume_NXT
-0.014639508106030496,price_close_HMQ
-0.014639508106030496,price_high_HMQ
-0.014639508106030496,price_low_HMQ
0.014425944500495275,volume_GUP
-0.014421601494958658,volume_REP
-0.014181019052263603,volume_NEO
-0.013461871483459873,volume_POWR
-0.013294678818306383,volume_CVC
-0.012785143548644436,volume_ADA
0.012726211021493924,volume_FUN
0.012562916777417587,price_close_MANA
0.012562916777417587,price_high_MANA
0.012562916777417587,price_low_MANA
-0.012277412034029957,volume_AMP
-0.0122609517772125,volume_LSK
0.011043648696183024,volume_UBQ
0.010948968127427862,price_close_LBC
0.010948968127427862,price_high_LBC
0.010948968127427862,price_low_LBC
-0.010593428915415728,price_close_RDD
-0.010593428915415728,price_high_RDD
-0.010593428915415728,price_low_RDD
0.010035835835584405,price_close_POWR
0.010035835835584405,price_high_POWR
0.010035835835584405,price_low_POWR
-0.009930452791922284,price_close_DNT
-0.009930452791922284,price_high_DNT
-0.009930452791922284,price_low_DNT
0.009888796293254868,volume_DCT
-0.009878709246506025,price_open_CVC
0.009634091611630676,price_open_OK
0.009513861941689522,volume_CANN
-0.009339879251175158,price_close_BAY
-0.009339879251175158,price_high_BAY
-0.009339879251175158,price_low_BAY
-0.009255118747180643,volume_UNB
-0.00877737596437868,volume_ETC
-0.008636151228871222,price_close_AMP
-0.008636151228871222,price_high_AMP
-0.008636151228871222,price_low_AMP
-0.008387483257438613,price_close_XDN
-0.008387483257438613,price_high_XDN
-0.008387483257438613,price_low_XDN
-0.007591182083893149,volume_ZEN
-0.007567246493167701,volume_POT
0.0074979222922380165,volume_BAY
-0.00633800962381029,volume_XMY
0.006209941901803867,volume_SBD
0.005965595647212122,volume_BAT
-0.005933653128667361,volume_STORJ
0.005904306615490269,volume_ZCL
-0.005543959561555541,volume_THC
0.005253959061048913,volume_TRIG
-0.005147618169597968,volume_XEL
-0.004773534954918128,volume_DCR
-0.004214722022276517,volume_BLK
0.003964225866296278,volume_WAVES
0.0038794874119226037,volume_GNT
0.0038371928667262694,volume_MONA
-0.0035281461955614163,volume_XMR
-0.0034775102383110827,volume_STRAT
-0.0027979626749781534,volume_SNT
0.0026826993079155227,volume_XEM
0.0025462391639801602,volume_ENG
0.002453663771896333,volume_KMD
0.0022664543458318573,volume_FCT
0.002086106732977181,volume_VIB
-0.001941355201472122,volume_MANA
0.0019038411813028242,volume_GAME
0.001818365683012772,volume_ARK
0.001446238310707363,volume_1ST
-0.000940483909210701,volume_SALT
-0.0009106117947400433,price_open_ZEC
-0.0008811415275796333,volume_OMG
-0.0005875809321650418,volume_RDD
0.00031113553918821505,volume_ETH
-0.00030270255456417704,volume_NBT
